elapsed_s,x_rel_m,y_rel_m,x_explored_m,y_explored_m
160.51,-0.0109,0.8084,-0.0109,0.8084
162.16,0.0090,0.8064,0.0090,0.8064
163.37,0.0388,0.8088,0.0388,0.8088
164.54,0.0533,0.8126,0.0533,0.8126
165.58,0.0580,0.8142,0.0580,0.8142
166.54,0.0303,0.8767,0.0303,0.8767
166.78,-0.0223,0.9486,-0.0223,0.9486
167.37,0.0129,1.0011,0.0129,1.0011
167.95,0.0468,1.0468,0.0468,1.0468
168.56,-0.1993,0.9952,-0.1993,0.9952
170.25,-0.1585,1.0568,-0.1585,1.0568
171.30,-0.1632,1.0980,-0.1632,1.0980
172.35,-0.1900,1.1301,-0.1900,1.1301
173.37,-0.1800,1.1585,-0.1800,1.1585
178.57,-0.0771,0.9726,-0.0771,0.9726
179.05,-0.2169,0.9266,-0.2169,0.9266
179.25,-0.3048,0.9311,-0.3048,0.9311
180.31,-0.3481,0.9532,-0.3481,0.9532
183.45,-0.4072,1.1019,-0.4072,1.1019
184.45,-0.4047,1.0975,-0.4047,1.0975
184.79,-0.3624,0.8994,-0.3624,0.8994
185.80,-0.3757,0.9157,-0.3757,0.9157
186.86,-0.4507,0.9897,-0.4507,0.9897
187.25,-0.3265,0.8005,-0.3265,0.8005
187.55,-0.1317,0.5265,-0.1317,0.5265
187.95,-0.0942,0.4821,-0.0942,0.4821
188.97,-0.1498,0.5161,-0.1498,0.5161
189.83,-0.2025,0.5198,-0.2025,0.5198
190.86,-0.1839,0.5235,-0.1839,0.5235
190.96,-0.0664,0.4665,-0.0664,0.4665
192.05,-0.0445,0.4774,-0.0445,0.4774
192.97,-0.0992,0.4486,-0.0992,0.4486
194.05,-0.1051,0.4456,-0.1051,0.4456
195.05,-0.0852,0.4564,-0.0852,0.4564
196.15,-0.0846,0.4552,-0.0846,0.4552
196.95,-0.1571,0.4800,-0.1571,0.4800
197.56,-0.2220,0.5155,-0.2220,0.5155
198.46,-0.2875,0.5497,-0.2875,0.5497
198.95,-0.3760,0.3945,-0.3760,0.3945
199.77,-0.4689,0.3171,-0.4689,0.3171
200.53,-0.6333,0.4038,-0.6333,0.4038
207.36,0.1000,0.4448,0.1000,0.4448
207.57,0.1858,0.4768,0.1858,0.4768
208.25,0.1533,0.4157,0.1533,0.4157
209.27,0.1792,0.4226,0.1792,0.4226
210.46,0.1949,0.4253,0.1949,0.4253
211.55,0.2213,0.4177,0.2213,0.4177
217.85,0.4134,0.7344,0.4134,0.7344
217.95,0.4251,0.7837,0.4251,0.7837
218.25,0.4451,0.8954,0.4451,0.8954
218.55,0.4658,1.0061,0.4658,1.0061
219.80,0.4751,0.9811,0.4751,0.9811
219.95,0.5109,1.2810,0.5109,1.2810
220.68,0.5218,1.2122,0.5218,1.2122
221.34,0.5279,1.3092,0.5279,1.3092
222.67,0.5357,1.2735,0.5357,1.2735
225.25,0.5869,1.3750,0.5869,1.3750
225.35,0.5846,1.5509,0.5846,1.5509
226.35,0.6154,1.5113,0.6154,1.5113
227.50,0.6189,1.5078,0.6189,1.5078
228.55,0.6589,1.4767,0.6589,1.4767
228.95,0.6029,1.5436,0.6029,1.5436
229.98,0.6163,1.5372,0.6163,1.5372
231.05,0.6208,1.5354,0.6208,1.5354
232.34,0.6353,1.5313,0.6353,1.5313
233.39,0.6551,1.5285,0.6551,1.5285
235.47,0.5544,1.5244,0.5544,1.5244
236.48,0.5682,1.5303,0.5682,1.5303
237.56,0.6076,1.5585,0.6076,1.5585
238.65,0.6198,1.5726,0.6198,1.5726
239.35,0.3625,1.4094,0.3625,1.4094
239.57,0.0667,1.2172,0.0667,1.2172
240.68,0.0781,1.2424,0.0781,1.2424
241.75,0.0843,1.2656,0.0843,1.2656
242.78,0.0860,1.2782,0.0860,1.2782
243.85,-0.0042,1.1160,-0.0042,1.1160
244.05,-0.1870,0.7909,-0.1870,0.7909
244.98,-0.2008,0.8608,-0.2008,0.8608
246.04,-0.2096,0.8915,-0.2096,0.8915
248.06,-0.3275,0.5899,-0.3275,0.5899
248.27,-0.3082,0.4261,-0.3082,0.4261
249.31,-0.3647,0.4767,-0.3647,0.4767
256.46,-0.3036,0.6010,-0.3036,0.6010
256.55,-0.3217,0.6476,-0.3217,0.6476
257.56,-0.3511,0.6271,-0.3511,0.6271
257.66,-0.3873,0.5858,-0.3873,0.5858
258.55,-0.3987,0.5268,-0.3987,0.5268
258.95,-0.0719,1.0339,-0.0719,1.0339
259.56,-0.1032,0.9720,-0.1032,0.9720
259.75,-0.0317,1.0555,-0.0317,1.0555
260.69,-0.0581,1.0051,-0.0581,1.0051
261.25,-0.0509,0.9431,-0.0509,0.9431
269.35,0.4379,1.4217,0.4379,1.4217
270.09,0.4576,1.4780,0.4576,1.4780
273.85,0.3711,1.5104,0.3711,1.5104
274.96,0.3907,1.5142,0.3907,1.5142
275.98,0.4001,1.5174,0.4001,1.5174
277.25,0.4134,1.5239,0.4134,1.5239
277.95,0.2598,1.3550,0.2598,1.3550
278.25,0.0970,1.2294,0.0970,1.2294
279.28,0.0624,1.2143,0.0624,1.2143
280.43,0.0711,1.2330,0.0711,1.2330
286.95,-0.3243,0.4716,-0.3243,0.4716
287.05,-0.3592,0.4011,-0.3592,0.4011
287.55,-0.4061,0.4403,-0.4061,0.4403
288.56,-0.4340,0.4407,-0.4340,0.4407
289.81,-0.4350,0.4028,-0.4350,0.4028
290.55,-0.4084,0.3220,-0.4084,0.3220
290.95,-0.3832,0.2786,-0.3832,0.2786
291.55,-0.3580,0.2345,-0.3580,0.2345
292.66,-0.3707,0.2335,-0.3707,0.2335
293.73,-0.4087,0.2338,-0.4087,0.2338
297.15,-0.6489,0.1799,-0.6489,0.1799
298.15,-0.6546,0.1782,-0.6546,0.1782
298.25,-0.5924,0.1926,-0.5924,0.1926
298.55,-0.4839,0.2200,-0.4839,0.2200
298.96,-0.3743,0.2484,-0.3743,0.2484
300.09,-0.3782,0.2427,-0.3782,0.2427
300.58,-0.4426,0.2074,-0.4426,0.2074
308.15,-0.0227,0.9240,-0.0227,0.9240
308.38,0.0320,0.9337,0.0320,0.9337
308.55,0.0723,1.0453,0.0723,1.0453
308.95,0.1168,1.1515,0.1168,1.1515
309.59,0.1631,1.2580,0.1631,1.2580
309.78,0.1915,1.3095,0.1915,1.3095
310.85,0.2097,1.3212,0.2097,1.3212
310.96,0.2173,1.4363,0.2173,1.4363
311.84,0.2257,1.5517,0.2257,1.5517
312.95,0.2463,1.5652,0.2463,1.5652
314.45,0.2873,1.6566,0.2873,1.6566
315.48,0.2961,1.6498,0.2961,1.6498
315.66,0.2380,1.7776,0.2380,1.7776
316.83,0.2656,1.7645,0.2656,1.7645
317.85,0.2802,1.7618,0.2802,1.7618
318.85,0.2952,1.7615,0.2952,1.7615
319.93,0.3052,1.7627,0.3052,1.7627
320.95,0.3242,1.7684,0.3242,1.7684
322.36,0.1315,1.2283,0.1315,1.2283
323.47,0.1589,1.2528,0.1589,1.2528
324.53,0.1678,1.2649,0.1678,1.2649
325.95,0.1746,1.2782,0.1746,1.2782
326.57,-0.4229,0.8843,-0.4229,0.8843
326.95,-0.4133,0.9335,-0.4133,0.9335
327.55,-0.4086,0.9901,-0.4086,0.9901
328.65,-0.4114,1.0260,-0.4114,1.0260
328.95,-0.4735,0.8833,-0.4735,0.8833
329.25,-0.5770,0.6174,-0.5770,0.6174
330.16,-0.6011,0.6876,-0.6011,0.6876
330.65,-0.6332,0.7540,-0.6332,0.7540
330.95,-0.6419,0.7047,-0.6419,0.7047
331.56,-0.6477,0.6150,-0.6477,0.6150
331.65,-0.6544,0.5245,-0.6544,0.5245
332.65,-0.6559,0.5031,-0.6559,0.5031
332.75,-0.6921,0.4507,-0.6921,0.4507
333.45,-0.7503,0.4941,-0.7503,0.4941
334.63,-0.7816,0.5134,-0.7816,0.5134
337.25,-0.9189,0.4367,-0.9189,0.4367
337.45,-0.8779,0.3731,-0.8779,0.3731
337.55,-0.8157,0.4055,-0.8157,0.4055
337.95,-0.7725,0.4379,-0.7725,0.4379
338.25,-0.7285,0.4687,-0.7285,0.4687
338.65,-0.6840,0.4983,-0.6840,0.4983
339.84,-0.7176,0.4933,-0.7176,0.4933
346.25,-0.1623,0.9597,-0.1623,0.9597
347.26,-0.1939,0.9249,-0.1939,0.9249
348.32,-0.2131,0.8924,-0.2131,0.8924
349.38,-0.2151,0.8878,-0.2151,0.8878
351.05,0.0694,1.1583,0.0694,1.1583
352.07,0.0583,1.1225,0.0583,1.1225
356.65,0.2808,1.4737,0.2808,1.4737
356.95,0.3092,1.7116,0.3092,1.7116
357.40,0.3245,1.8213,0.3245,1.8213
358.45,0.3566,1.7913,0.3566,1.7913
359.52,0.3757,1.8071,0.3757,1.8071
359.68,0.3847,1.8733,0.3847,1.8733
364.55,0.3558,1.9437,0.3558,1.9437
365.65,0.3803,1.9388,0.3803,1.9388
366.75,0.3953,1.9384,0.3953,1.9384
367.55,0.3750,1.8271,0.3750,1.8271
367.95,0.3392,1.6492,0.3392,1.6492
368.58,0.3895,1.6435,0.3895,1.6435
369.58,0.4004,1.6478,0.4004,1.6478
376.05,-0.1163,1.4468,-0.1163,1.4468
376.25,-0.1393,1.5102,-0.1393,1.5102
376.55,0.0091,1.3032,0.0091,1.3032
377.05,0.1029,1.3275,0.1029,1.3275
378.08,0.1064,1.3583,0.1064,1.3583
378.43,0.0211,1.5014,0.0211,1.5014
379.80,-0.0003,1.5207,-0.0003,1.5207
381.15,-0.0728,1.5667,-0.0728,1.5667
385.65,0.5988,1.5851,0.5988,1.5851
386.75,0.5976,1.5849,0.5976,1.5849
386.95,0.5376,1.5863,0.5376,1.5863
387.85,0.4685,1.5728,0.4685,1.5728
388.48,0.4041,1.5505,0.4041,1.5505
388.95,0.3756,1.4840,0.3756,1.4840
389.96,0.3955,1.4721,0.3955,1.4721
390.45,0.5116,1.5203,0.5116,1.5203
391.46,0.5078,1.5203,0.5078,1.5203
391.87,0.4637,1.5718,0.4637,1.5718
392.65,0.4243,1.6045,0.4243,1.6045
393.74,0.3988,1.6222,0.3988,1.6222
394.35,0.2747,1.5715,0.2747,1.5715
394.57,0.1500,1.5025,0.1500,1.5025
395.67,0.1068,1.4792,0.1068,1.4792
396.76,0.0903,1.4675,0.0903,1.4675
397.25,0.2044,1.2684,0.2044,1.2684
398.31,0.2014,1.2694,0.2014,1.2694
399.35,0.1970,1.2696,0.1970,1.2696
400.46,0.1826,1.2650,0.1826,1.2650
401.55,0.1646,1.2564,0.1646,1.2564
402.55,0.1512,1.2496,0.1512,1.2496
403.57,0.1377,1.2431,0.1377,1.2431
404.69,0.1287,1.2387,0.1287,1.2387
405.35,0.3174,1.2863,0.3174,1.2863
405.55,0.4549,1.3585,0.4549,1.3585
406.67,0.4506,1.3573,0.4506,1.3573
407.73,0.4361,1.3533,0.4361,1.3533
409.45,0.4330,1.3525,0.4330,1.3525
410.81,0.4218,1.3493,0.4218,1.3493
411.87,0.4214,1.3492,0.4214,1.3492
413.57,0.4180,1.3491,0.4180,1.3491
415.18,0.4029,1.3473,0.4029,1.3473
